"targetName","sourceName","RecordNumber","Year","StartDate","YearStop","EndDate","Interval","type","source","target"
"Health Cond/Knowledge","Health Cond/Beliefs",2753,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",11,15
"Health Cond/Knowledge","Health Cond/Beliefs",5783,2019,"[2019",2019,",2019]","[2019,2019]","Undirected",11,15
"Health Cond/Knowledge","Health Cond/Beliefs",1933,2015,"[2015",2019,",2019]","[2015,2019]","Undirected",11,15
"Health Cond/Knowledge","Health Cond",5379,2018,"[2018",2019,",2019]","[2018,2019]","Undirected",10,15
"Health Cond/Knowledge","Health Cond/Family",1933,2015,"[2015",2019,",2019]","[2015,2019]","Undirected",14,15
"Health Cond/Knowledge","Health Cond",2753,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",10,15
"Health Cond/Knowledge","Health Behav",1101,2017,"[2017",2019,",2019]","[2017,2019]","Undirected",9,15
"Health Cond/Knowledge","Health Cond",1933,2015,"[2015",2019,",2019]","[2015,2019]","Undirected",10,15
"Health Cond/Knowledge","Health Behav",1933,2015,"[2015",2019,",2019]","[2015,2019]","Undirected",9,15
"Health Cond/Knowledge","Attitude/Concern",2753,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",3,15
"Health Cond/Knowledge","Health Cond",1165,2017,"[2017",2019,",2019]","[2017,2019]","Undirected",10,15
"Health Cond/Knowledge","Health Cond/Beliefs",1101,2017,"[2017",2019,",2019]","[2017,2019]","Undirected",11,15
"Health Cond/Knowledge","Affect",2753,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",1,15
"Health Cond/Side Effects","Attitude",5297,2019,"[2019",2019,",2019]","[2019,2019]","Undirected",2,16
"Health Cond/Side Effects","Health Cond",447,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",10,16
"Health Cond/Side Effects","Health Behav",447,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",9,16
"Health Cond/Side Effects","Attitude/Concern",447,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",3,16
"Health Cond/Side Effects","Health Cond",5379,2018,"[2018",2019,",2019]","[2018,2019]","Undirected",10,16
"Health Cond/Side Effects","Health Cond/Knowledge",5379,2018,"[2018",2019,",2019]","[2018,2019]","Undirected",15,16
"Health Cond/Side Effects","Environ/Network/Internet",5782,2019,"[2019",2019,",2019]","[2019,2019]","Undirected",8,16
"Health Cond/Side Effects","Health Cond/Duration",2869,2012,"[2012",2019,",2019]","[2012,2019]","Undirected",12,16
"Health Cond/Side Effects","Health Cond",2869,2012,"[2012",2019,",2019]","[2012,2019]","Undirected",10,16
"Health Cond/Treatment","Health Cond",5881,2018,"[2018",2019,",2019]","[2018,2019]","Undirected",10,17
"Health Cond/Treatment","Health Cond",2750,2009,"[2009",2019,",2019]","[2009,2019]","Undirected",10,17
"Health Cond/Treatment","Health Behav",447,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",9,17
"Health Cond/Treatment","Environ/Network",5881,2018,"[2018",2019,",2019]","[2018,2019]","Undirected",7,17
"Health Cond/Treatment","Health Cond/Side Effects",447,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",16,17
"Health Cond/Treatment","Health Cond/Beliefs",2750,2009,"[2009",2019,",2019]","[2009,2019]","Undirected",11,17
"Health Cond/Treatment","Affect",2622,2012,"[2012",2019,",2019]","[2012,2019]","Undirected",1,17
"Health Cond/Treatment","Health Cond",2621,2010,"[2010",2019,",2019]","[2010,2019]","Undirected",10,17
"Health Cond/Treatment","Health Cond",2583,2013,"[2013",2019,",2019]","[2013,2019]","Undirected",10,17
"Health Cond/Treatment","Attitude/Concern",447,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",3,17
"Health Cond/Treatment","Health Cond",1912,2015,"[2015",2019,",2019]","[2015,2019]","Undirected",10,17
"Health Cond/Treatment","Health Cond",447,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",10,17
"Health Cond/Treatment","Health Cond/Duration",2750,2009,"[2009",2019,",2019]","[2009,2019]","Undirected",12,17
"Health Cond/Treatment","Health Cond",5998,2018,"[2018",2019,",2019]","[2018,2019]","Undirected",10,17
"Health Cond/Treatment","Health Cond",2464,2009,"[2009",2019,",2019]","[2009,2019]","Undirected",10,17
"Health Status","Attitude/Concern",1324,2017,"[2017",2019,",2019]","[2017,2019]","Undirected",3,18
"Health Status","Health Cond/Treatment",2583,2013,"[2013",2019,",2019]","[2013,2019]","Undirected",17,18
"Health Status","Health Cond/Beliefs",400,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",11,18
"Health Status","Attitude/Concern",2524,2009,"[2009",2019,",2019]","[2009,2019]","Undirected",3,18
"Health Status","Health Cond/Treatment",2292,2012,"[2012",2019,",2019]","[2012,2019]","Undirected",17,18
"Health Status","Health Cond/Family",2580,2013,"[2013",2019,",2019]","[2013,2019]","Undirected",14,18
"Health Status","Health Cond",2812,2010,"[2010",2019,",2019]","[2010,2019]","Undirected",10,18
"Health Status","Health Cond",320,2015,"[2015",2019,",2019]","[2015,2019]","Undirected",10,18
"Health Status","Health Cond",1933,2015,"[2015",2019,",2019]","[2015,2019]","Undirected",10,18
"Health Status","Health Cond",5605,2019,"[2019",2019,",2019]","[2019,2019]","Undirected",10,18
"Health Status","Health Cond/Beliefs",2753,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",11,18
"Health Status","Health Cond/Family",320,2015,"[2015",2019,",2019]","[2015,2019]","Undirected",14,18
"Health Status","Attitude/Concern",2873,2010,"[2010",2019,",2019]","[2010,2019]","Undirected",3,18
"Health Status","Health Cond/Knowledge",1933,2015,"[2015",2019,",2019]","[2015,2019]","Undirected",15,18
"Health Status","Health Cond/Beliefs",1828,2015,"[2015",2019,",2019]","[2015,2019]","Undirected",11,18
"Health Status","Health Cond",2131,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",10,18
"Health Status","Health Cond/Beliefs",1101,2017,"[2017",2019,",2019]","[2017,2019]","Undirected",11,18
"Health Status","Health Cond/Knowledge",2753,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",15,18
"Health Status","Health Cond",381,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",10,18
"Health Status","Health Cond",2583,2013,"[2013",2019,",2019]","[2013,2019]","Undirected",10,18
"Health Status","Health Behav",1101,2017,"[2017",2019,",2019]","[2017,2019]","Undirected",9,18
"Health Status","Environ/Network/Internet",320,2015,"[2015",2019,",2019]","[2015,2019]","Undirected",8,18
"Health Status","Health Cond/Duration",2345,2011,"[2011",2019,",2019]","[2011,2019]","Undirected",12,18
"Health Status","Attitude/Concern",2819,2010,"[2010",2019,",2019]","[2010,2019]","Undirected",3,18
"Health Status","Health Behav",116,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",9,18
"Health Status","Health Behav",1684,2016,"[2016",2019,",2019]","[2016,2019]","Undirected",9,18
"Health Status","Health Cond",5982,2018,"[2018",2019,",2019]","[2018,2019]","Undirected",10,18
"Health Status","Health Behav",1933,2015,"[2015",2019,",2019]","[2015,2019]","Undirected",9,18
"Health Status","Health Behav",1440,2016,"[2016",2019,",2019]","[2016,2019]","Undirected",9,18
"Health Status","Health Cond",1533,2016,"[2016",2019,",2019]","[2016,2019]","Undirected",10,18
"Health Status","Health Cond/Family",2873,2010,"[2010",2019,",2019]","[2010,2019]","Undirected",14,18
"Health Status","Health Cond/Experience",1828,2015,"[2015",2019,",2019]","[2015,2019]","Undirected",13,18
"Health Status","Health Cond/Family",1933,2015,"[2015",2019,",2019]","[2015,2019]","Undirected",14,18
"Health Status","Environ/Network",2587,2013,"[2013",2019,",2019]","[2013,2019]","Undirected",7,18
"Health Status","Health Cond",2873,2010,"[2010",2019,",2019]","[2010,2019]","Undirected",10,18
"Health Status","Environ/Network/Internet",73,2015,"[2015",2019,",2019]","[2015,2019]","Undirected",8,18
"Health Status","Health Cond",400,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",10,18
"Health Status","Health Cond/Family",1828,2015,"[2015",2019,",2019]","[2015,2019]","Undirected",14,18
"Health Status","Health Cond",2200,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",10,18
"Health Status","Health Cond",424,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",10,18
"Health Status","Health Cond",2819,2010,"[2010",2019,",2019]","[2010,2019]","Undirected",10,18
"Health Status","Health Cond/Family",2812,2010,"[2010",2019,",2019]","[2010,2019]","Undirected",14,18
"Health Status","Health Behav",6099,2018,"[2018",2019,",2019]","[2018,2019]","Undirected",9,18
"Health Status","Health Cond",466,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",10,18
"Health Status","Health Cond",255,2015,"[2015",2019,",2019]","[2015,2019]","Undirected",10,18
"Health Status","Environ/Network/Internet",381,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",8,18
"Health Status","Health Cond",5641,2019,"[2019",2019,",2019]","[2019,2019]","Undirected",10,18
"Health Status","Health Cond",2753,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",10,18
"Health Status","Health Cond",32,2017,"[2017",2019,",2019]","[2017,2019]","Undirected",10,18
"Health Status","Health Cond/Knowledge",1101,2017,"[2017",2019,",2019]","[2017,2019]","Undirected",15,18
"Health Status","Health Cond",1684,2016,"[2016",2019,",2019]","[2016,2019]","Undirected",10,18
"Health Status","Health Cond",2178,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",10,18
"Health Status","Attitude/Concern",2753,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",3,18
"Health Status","Health Cond/Beliefs",1933,2015,"[2015",2019,",2019]","[2015,2019]","Undirected",11,18
"Health Status","Affect",2753,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",1,18
"Health/Beliefs","Behav/Adherence",1106,2017,"[2017",2019,",2019]","[2017,2019]","Undirected",4,19
"Health/Beliefs","Behav/Intention",2149,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",6,19
"Health/Beliefs","Health Status",2719,2012,"[2012",2019,",2019]","[2012,2019]","Undirected",18,19
"Health/Beliefs","Affect",1106,2017,"[2017",2019,",2019]","[2017,2019]","Undirected",1,19
"Health/Beliefs","Attitude/Concern",2149,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",3,19
"Health/Risk/Beliefs","Attitude",371,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",2,20
"Health/Risk/Beliefs","Attitude/Concern",206,2016,"[2016",2019,",2019]","[2016,2019]","Undirected",3,20
"Health/Risk/Beliefs","Health Cond/Beliefs",2619,2012,"[2012",2019,",2019]","[2012,2019]","Undirected",11,20
"Health/Risk/Beliefs","Health Behav",1038,2018,"[2018",2019,",2019]","[2018,2019]","Undirected",9,20
"Health/Risk/Beliefs","Attitude",1848,2015,"[2015",2019,",2019]","[2015,2019]","Undirected",2,20
"Health/Risk/Beliefs","Behav/Intention",1848,2015,"[2015",2019,",2019]","[2015,2019]","Undirected",6,20
"Health/Risk/Beliefs","Attitude",2881,2013,"[2013",2019,",2019]","[2013,2019]","Undirected",2,20
"Health/Risk/Beliefs","Health Status",1129,2017,"[2017",2019,",2019]","[2017,2019]","Undirected",18,20
"Health/Risk/Beliefs","Health Cond/Knowledge",5494,2019,"[2019",2019,",2019]","[2019,2019]","Undirected",15,20
"Health/Risk/Beliefs","Attitude",5569,2019,"[2019",2019,",2019]","[2019,2019]","Undirected",2,20
"Health/Risk/Beliefs","Attitude/Concern",371,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",3,20
"Health/Risk/Beliefs","Health Cond/Beliefs",1038,2018,"[2018",2019,",2019]","[2018,2019]","Undirected",11,20
"Health/Risk/Beliefs","Attitude",2647,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",2,20
"Health/Risk/Beliefs","Attitude",206,2016,"[2016",2019,",2019]","[2016,2019]","Undirected",2,20
"Healthcare/Access","Attitude",2430,2009,"[2009",2019,",2019]","[2009,2019]","Undirected",2,21
"Healthcare/Access","Health Cond/Family",320,2015,"[2015",2019,",2019]","[2015,2019]","Undirected",14,21
"Healthcare/Access","Health Status",2200,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",18,21
"Healthcare/Access","Health Cond",320,2015,"[2015",2019,",2019]","[2015,2019]","Undirected",10,21
"Healthcare/Access","Health Status",320,2015,"[2015",2019,",2019]","[2015,2019]","Undirected",18,21
"Healthcare/Access","Environ/Network/Internet",320,2015,"[2015",2019,",2019]","[2015,2019]","Undirected",8,21
"Healthcare/Access","Health Cond/Beliefs",2446,2009,"[2009",2019,",2019]","[2009,2019]","Undirected",11,21
"Healthcare/Access","Health Cond",2200,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",10,21
"Healthcare/Attitude/Trust","Attitude/Concern",2934,2011,"[2011",2019,",2019]","[2011,2019]","Undirected",3,22
"Healthcare/Attitude/Trust","Health/Risk/Beliefs",5569,2019,"[2019",2019,",2019]","[2019,2019]","Undirected",20,22
"Healthcare/Attitude/Trust","Attitude",5569,2019,"[2019",2019,",2019]","[2019,2019]","Undirected",2,22
"Healthcare/Beliefs","Health Cond",5605,2019,"[2019",2019,",2019]","[2019,2019]","Undirected",10,23
"Healthcare/Beliefs","Health Cond",2819,2010,"[2010",2019,",2019]","[2010,2019]","Undirected",10,23
"Healthcare/Beliefs","Health Status",2819,2010,"[2010",2019,",2019]","[2010,2019]","Undirected",18,23
"Healthcare/Beliefs","Attitude/Concern",376,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",3,23
"Healthcare/Beliefs","Healthcare/Attitude/Trust",6032,2018,"[2018",2019,",2019]","[2018,2019]","Undirected",22,23
"Healthcare/Beliefs","Attitude/Concern",2819,2010,"[2010",2019,",2019]","[2010,2019]","Undirected",3,23
"Healthcare/Beliefs","Health Cond",2632,2012,"[2012",2019,",2019]","[2012,2019]","Undirected",10,23
"Healthcare/Beliefs","Healthcare/Attitude/Trust",2303,2012,"[2012",2019,",2019]","[2012,2019]","Undirected",22,23
"Healthcare/Beliefs","Health Cond/Knowledge",107,2015,"[2015",2019,",2019]","[2015,2019]","Undirected",15,23
"Healthcare/Beliefs","Health Status",5605,2019,"[2019",2019,",2019]","[2019,2019]","Undirected",18,23
"Healthcare/Beliefs","Health Status",2586,2012,"[2012",2019,",2019]","[2012,2019]","Undirected",18,23
"Healthcare/Engagement","Health Cond/Side Effects",447,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",16,24
"Healthcare/Engagement","Attitude/Concern",5376,2018,"[2018",2019,",2019]","[2018,2019]","Undirected",3,24
"Healthcare/Engagement","Health Cond",2178,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",10,24
"Healthcare/Engagement","Attitude/Concern",447,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",3,24
"Healthcare/Engagement","Health/Beliefs",1106,2017,"[2017",2019,",2019]","[2017,2019]","Undirected",19,24
"Healthcare/Engagement","Health Status",1252,2017,"[2017",2019,",2019]","[2017,2019]","Undirected",18,24
"Healthcare/Engagement","Healthcare/Access",2430,2009,"[2009",2019,",2019]","[2009,2019]","Undirected",21,24
"Healthcare/Engagement","Health Cond",400,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",10,24
"Healthcare/Engagement","Affect",1106,2017,"[2017",2019,",2019]","[2017,2019]","Undirected",1,24
"Healthcare/Engagement","Attitude",2430,2009,"[2009",2019,",2019]","[2009,2019]","Undirected",2,24
"Healthcare/Engagement","Health Cond",447,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",10,24
"Healthcare/Engagement","Behav/Adherence",1106,2017,"[2017",2019,",2019]","[2017,2019]","Undirected",4,24
"Healthcare/Engagement","Health Cond/Treatment",447,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",17,24
"Healthcare/Engagement","Health Status",2178,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",18,24
"Healthcare/Engagement","Health Cond/Beliefs",400,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",11,24
"Healthcare/Engagement","Health Status",400,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",18,24
"Healthcare/Engagement","Healthcare/Attitude/Trust",5300,2019,"[2019",2019,",2019]","[2019,2019]","Undirected",22,24
"Healthcare/Engagement","Health Behav",447,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",9,24
"Healthcare/Experience","Health Cond",1912,2015,"[2015",2019,",2019]","[2015,2019]","Undirected",10,25
"Healthcare/Experience","Health Status",2819,2010,"[2010",2019,",2019]","[2010,2019]","Undirected",18,25
"Healthcare/Experience","Health Behav",128,2016,"[2016",2019,",2019]","[2016,2019]","Undirected",9,25
"Healthcare/Experience","Health Status",2753,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",18,25
"Healthcare/Experience","Healthcare/Beliefs",6032,2018,"[2018",2019,",2019]","[2018,2019]","Undirected",23,25
"Healthcare/Experience","Health Cond",43,2016,"[2016",2019,",2019]","[2016,2019]","Undirected",10,25
"Healthcare/Experience","Health Behav",447,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",9,25
"Healthcare/Experience","Health Cond/Treatment",1912,2015,"[2015",2019,",2019]","[2015,2019]","Undirected",17,25
"Healthcare/Experience","Health Status",2587,2013,"[2013",2019,",2019]","[2013,2019]","Undirected",18,25
"Healthcare/Experience","Health Cond/Side Effects",2589,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",16,25
"Healthcare/Experience","Health Cond/Experience",6138,2018,"[2018",2019,",2019]","[2018,2019]","Undirected",13,25
"Healthcare/Experience","Health Cond",5761,2019,"[2019",2019,",2019]","[2019,2019]","Undirected",10,25
"Healthcare/Experience","Health Cond/Family",33,2017,"[2017",2019,",2019]","[2017,2019]","Undirected",14,25
"Healthcare/Experience","Environ/Network/Internet",2933,2013,"[2013",2019,",2019]","[2013,2019]","Undirected",8,25
"Healthcare/Experience","Health Cond/Side Effects",447,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",16,25
"Healthcare/Experience","Health Cond",2556,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",10,25
"Healthcare/Experience","Health Behav",1440,2016,"[2016",2019,",2019]","[2016,2019]","Undirected",9,25
"Healthcare/Experience","Health Cond",1813,2015,"[2015",2019,",2019]","[2015,2019]","Undirected",10,25
"Healthcare/Experience","Attitude/Concern",2819,2010,"[2010",2019,",2019]","[2010,2019]","Undirected",3,25
"Healthcare/Experience","Health Cond",466,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",10,25
"Healthcare/Experience","Health Cond/Treatment",447,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",17,25
"Healthcare/Experience","Health Cond",2753,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",10,25
"Healthcare/Experience","Health Cond/Beliefs",2753,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",11,25
"Healthcare/Experience","Attitude/Concern",447,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",3,25
"Healthcare/Experience","Health Cond/Knowledge",5761,2019,"[2019",2019,",2019]","[2019,2019]","Undirected",15,25
"Healthcare/Experience","Health Cond/Duration",1813,2015,"[2015",2019,",2019]","[2015,2019]","Undirected",12,25
"Healthcare/Experience","Behav/Intention",5761,2019,"[2019",2019,",2019]","[2019,2019]","Undirected",6,25
"Healthcare/Experience","Health Status",117,2016,"[2016",2019,",2019]","[2016,2019]","Undirected",18,25
"Healthcare/Experience","Health Cond",1905,2015,"[2015",2019,",2019]","[2015,2019]","Undirected",10,25
"Healthcare/Experience","Health Cond",447,2014,"[2014",2019,",2019]","[2014,2019]","Undirected",10,25
"Healthcare/Experience","Health Cond",1728,2015,"[2015",2019,",2019]","[2015,2019]","Undirected",10,25
